Trace
Swept SA
A.14.10,N9010A
1658.35,-48.0772026596694
1668.34,-47.1544519242533
1678.33,-47.0540697608693
1688.32,-47.4845811334336
1698.31,-47.3584814530292
1708.3,-47.635895779199
1718.29,-46.8767542099823
1728.28,-46.7279556584128
1738.27,-47.3562131820855
1748.26,-46.6766991067164
1758.25,-47.1020394667204
1768.24,-47.982084028968
1778.23,-47.8185285566251
1788.22,-47.2091855804307
1798.21,-46.7927967792777
1808.2,-47.1885998406551
1818.19,-48.460584465729
1828.18,-47.8213587703421
1838.17,-47.7169719050482
1848.16,-47.7836635812904
1858.15,-47.1374053326419
1868.14,-47.3074543822823
1878.13,-48.5548593096201
1888.12,-46.7450705269343
1898.11,-48.0346463770153
1908.1,-48.090030751941
1918.09,-47.3664548509447
1928.08,-47.282125377759
1938.07,-47.3709013355596
1948.06,-47.4042513601084
1958.05,-48.2054168664748
1968.04,-47.661119362512
1978.03,-47.4931889201756
1988.02,-48.1918522030881
1998.01,-47.7011174227997
2008,-48.3169014809763
2017.99,-48.7625743285006
2027.98,-48.5241726642351
2037.97,-47.9985035461365
2047.96,-47.6743970270647
2057.95,-47.5256802750873
2067.94,-47.8877029810827
2077.93,-48.3042434279655
2087.92,-48.422863581502
2097.91,-48.6524250268796
2107.9,-48.3561506387556
2117.89,-47.7182652168996
2127.88,-48.298584887334
2137.87,-47.7932953030965
2147.86,-48.080796887023
2157.85,-48.5334779413589
2167.84,-48.2602892332557
2177.83,-48.8808343599562
2187.82,-48.1208677637855
2197.81,-48.7477569219314
2207.8,-48.1936021674437
2217.79,-48.3605868551867
2227.78,-48.7332528136807
2237.77,-47.8251436876965
2247.76,-49.1182293545499
2257.75,-48.0006033212818
2267.74,-48.6381727063524
2277.73,-49.0002398312103
2287.72,-48.5775330636806
2297.71,-48.6753932091402
2307.7,-48.1999150254279
2317.69,-48.8798326746053
2327.68,-48.1743283129829
2337.67,-47.6528281337926
2347.66,-48.0787285912605
2357.65,-48.1872646656705
2367.64,-48.8657470332706
2377.63,-48.5108792160307
2387.62,-48.9793967407501
2397.61,-48.2628928760242
2407.6,-49.1952123264513
2417.59,-48.7195226234799
2427.58,-48.3405761143125
2437.57,-47.5826028092878
2447.56,-48.355774942244
2457.55,-49.1923122706035
2467.54,-49.0076123377486
2477.53,-48.7084561521179
2487.52,-48.7240671359228
2497.51,-49.4095394288215
2507.5,-49.4923625807259
2517.49,-50.181271843889
2527.48,-49.1955025630476
2537.47,-49.3899369753505
2547.46,-49.1022219371658
2557.45,-48.932767133285
2567.44,-49.1107466771714
2577.43,-49.3188179202501
2587.42,-49.1640691778197
2597.41,-49.5160969052502
2607.4,-48.7520517162081
2617.39,-48.8843448400286
2627.38,-48.729038715846
2637.37,-48.0727757638834
2647.36,-48.2357054034119
2657.35,-48.1537443737541
2667.34,-47.6839223893568
2677.33,-48.6535437461688
2687.32,-49.1536460490583
2697.31,-49.2345589245711
2707.3,-49.0167257489317
2717.29,-49.2712738440303
2727.28,-48.5983143242324
2737.27,-49.2936769989725
2747.26,-48.7382471315549
2757.25,-48.9268307570601
2767.24,-48.6119576395984
2777.23,-48.7858163722615
2787.22,-48.7487268910638
2797.21,-48.6785929395712
2807.2,-49.1734578483248
2817.19,-49.2262446379936
2827.18,-49.3046049490749
2837.17,-48.8858883246367
2847.16,-48.899535154749
2857.15,-48.7732664321107
2867.14,-46.1252090764344
2877.13,-47.0097417779363
2887.12,-48.2010819086698
2897.11,-48.8679268319752
2907.1,-49.5283777656136
2917.09,-49.1883664763151
2927.08,-48.7569778558869
2937.07,-48.9159619392831
2947.06,-48.4060108268203
2957.05,-49.0853742457265
2967.04,-49.2348856333899
2977.03,-49.3989738931042
2987.02,-49.5652194627308
2997.01,-49.4158989529866
3007,-49.5529793663277
3016.99,-49.6753780504292
3026.98,-49.2101487134639
3036.97,-48.9956154559916
3046.96,-49.5979949487551
3056.95,-49.2717177052837
3066.94,-49.1326566601483
3076.93,-49.6171421545108
3086.92,-49.4365144265918
3096.91,-49.6352818647548
3106.9,-49.1525305309713
3116.89,-48.8126474481473
3126.88,-49.4769786677409
3136.87,-48.7281505366303
3146.86,-49.6778550546294
3156.85,-49.5982101492189
3166.84,-48.7865559426672
3176.83,-49.2556967931366
3186.82,-49.3231515732572
3196.81,-49.5078326018365
3206.8,-48.9157124099708
3216.79,-49.0647756664458
3226.78,-48.738179266632
3236.77,-49.3552502053773
3246.76,-49.7740626963108
3256.75,-49.0183506840681
3266.74,-49.2611003283583
3276.73,-49.3354997607537
3286.72,-48.8283806911369
3296.71,-49.5665199761697
3306.7,-49.5477271625787
3316.69,-49.4718445182077
3326.68,-49.5800188176952
3336.67,-49.7441235604324
3346.66,-50.3615888126715
3356.65,-49.6838485707656
3366.64,-49.4811573525184
3376.63,-49.4647790193486
3386.62,-49.0945539205275
3396.61,-48.9983547239049
3406.6,-49.7112604192412
3416.59,-49.9677754715112
3426.58,-49.347501531609
3436.57,-49.858391353761
3446.56,-49.3950305497279
3456.55,-48.9185595020185
3466.54,-50.0745983696501
3476.53,-49.8857984166551
3486.52,-49.3462037040887
3496.51,-49.7462169929516
3506.5,-50.1721780879657
3516.49,-49.7167402619629
3526.48,-49.3320091257172
3536.47,-49.1763975525713
3546.46,-49.0760708101059
3556.45,-48.7140899248163
3566.44,-49.6600628284245
3576.43,-50.6123465635316
3586.42,-49.8775441308963
3596.41,-49.2617067145059
3606.4,-49.633485737711
3616.39,-50.0020026373785
3626.38,-49.8222798832614
3636.37,-49.0770078685563
3646.36,-49.6466214507014
3656.35,-48.8537329972576
3666.34,-49.0489013609263
3676.33,-49.9765267114905
3686.32,-50.153354480059
3696.31,-49.6628695133337
3706.3,-48.695512938296
3716.29,-49.7620269541999
3726.28,-49.1173037072607
3736.27,-49.6064362994087
3746.26,-49.762042019808
3756.25,-50.3003448502133
3766.24,-49.2791693017876
3776.23,-49.4149721798165
3786.22,-49.8960463000256
3796.21,-49.385108740913
3806.2,-49.6362862095948
3816.19,-49.6990696403934
3826.18,-49.518252294354
3836.17,-50.5103544129239
3846.16,-50.0629799488277
3856.15,-50.6494129191302
3866.14,-50.1153131840656
3876.13,-49.5873929360158
3886.12,-50.5475078986121
3896.11,-49.9699076754087
3906.1,-49.3428394099406
3916.09,-49.850291358661
3926.08,-50.8514577975515
3936.07,-50.1326389461531
3946.06,-50.1534372049774
3956.05,-49.7398003064112
3966.04,-49.9355544764109
3976.03,-49.6766306412262
3986.02,-49.4316157890021
3996.01,-49.624796588455
4006,-49.5296707523796
4015.99,-49.7468531683875
4025.98,-49.4459395502329
4035.97,-49.9643259490707
4045.96,-50.8786175016286
4055.95,-50.1274748057892
4065.94,-49.3491829045545
4075.93,-50.1485627079831
4085.92,-49.9973390838714
4095.91,-49.3605755953097
4105.9,-50.4941947478764
4115.89,-50.1682242521644
4125.88,-49.8389107531855
4135.87,-49.9966095768399
4145.86,-49.4098341014969
4155.85,-50.5004770166482
4165.84,-49.1034059399807
4175.83,-49.9905931772648
4185.82,-49.9829036834518
4195.81,-49.7592872462925
4205.8,-50.0844454829275
4215.79,-50.8573100040317
4225.78,-49.551580231905
4235.77,-49.2742951434632
4245.76,-50.0526916540446
4255.75,-50.5714389445382
4265.74,-50.3066309346785
4275.73,-50.2232151156169
4285.72,-50.1517207136124
4295.71,-50.1012654130653
4305.7,-50.0277327265642
4315.69,-50.0369329102833
4325.68,-50.206920854716
4335.67,-49.825811067332
4345.66,-49.8546103103346
4355.65,-49.2588910720665
4365.64,-50.0605020094635
4375.63,-50.1523025470437
4385.62,-50.1682322771261
4395.61,-49.9312109261465
4405.6,-50.6501689176708
4415.59,-50.3623227198068
4425.58,-50.0468389459145
4435.57,-49.8849888894936
4445.56,-49.0295151795159
4455.55,-49.6148813531015
4465.54,-50.7423052275274
4475.53,-49.727447341562
4485.52,-50.4449749960285
4495.51,-49.2617224599813
4505.5,-50.1078545301332
4515.49,-50.1505305386392
4525.48,-50.206083282218
4535.47,-50.7069071036192
4545.46,-50.3081893389946
4555.45,-51.2212591079593
4565.44,-50.163509155259
4575.43,-50.252348273935
4585.42,-49.4657732832372
4595.41,-49.3179423628709
4605.4,-50.4036997421953
4615.39,-50.4280522600815
4625.38,-49.9841829933629
4635.37,-49.799299485801
4645.36,-50.6901603564497
4655.35,-49.4414168498339
4665.34,-49.7776080510209
4675.33,-49.8417400895715
4685.32,-50.4413065071891
4695.31,-50.1455793271774
4705.3,-50.0219033151961
4715.29,-50.1580909243302
4725.28,-50.0637112138054
4735.27,-50.1793967974305
4745.26,-49.4500975375568
4755.25,-50.9748661962826
4765.24,-50.6049367671208
4775.23,-50.6110924724162
4785.22,-49.9329574063817
4795.21,-51.0004472862254
4805.2,-50.6201399508512
4815.19,-50.7038806275688
4825.18,-50.122619404302
4835.17,-49.6251306687557
4845.16,-50.7851634078778
4855.15,-50.2634474093434
4865.14,-50.6977349016113
4875.13,-50.1178372395624
4885.12,-49.5781724480197
4895.11,-50.8069919575841
4905.1,-50.6996534705797
4915.09,-50.6959479385865
4925.08,-49.4380420398767
4935.07,-49.5702017211481
4945.06,-49.3676766215511
4955.05,-50.3229665743228
4965.04,-49.8904139910416
4975.03,-49.8555866289087
4985.02,-50.7105586628798
4995.01,-50.7482104995795
5005,-50.9320999437211
5014.99,-50.0995867297016
5024.98,-49.7104093102092
5034.97,-49.9298657449469
5044.96,-50.2403460995259
5054.95,-50.1206540611165
5064.94,-50.6021193399673
5074.93,-50.4054870531203
5084.92,-50.2828653095405
5094.91,-50.6964680000566
5104.9,-50.3513235008362
5114.89,-50.1471589303034
5124.88,-50.3143947790482
5134.87,-49.7959000851011
5144.86,-50.7782032994617
5154.85,-49.6472241699285
5164.84,-49.951596400594
5174.83,-50.8829039017443
5184.82,-51.2467416477137
5194.81,-50.1779282057984
5204.8,-50.9888909253295
5214.79,-50.1267882430983
5224.78,-49.9669993291677
5234.77,-49.9873753161367
5244.76,-49.8149171112265
5254.75,-50.4398749136915
5264.74,-50.3040681716688
5274.73,-49.9057284734568
5284.72,-50.9986633967422
5294.71,-51.21268164586
5304.7,-50.703695267134
5314.69,-50.3689347517968
5324.68,-50.0263042509527
5334.67,-50.2242814487894
5344.66,-49.6792095257281
5354.65,-50.3616329522791
5364.64,-50.4839242241785
5374.63,-49.7908740909516
5384.62,-50.2194781494031
5394.61,-51.473324512018
5404.6,-50.5501066341756
5414.59,-50.9334946497761
5424.58,-50.5234930829523
5434.57,-50.6390784539232
5444.56,-50.4719736422373
5454.55,-51.2868015786745
5464.54,-50.3830085093795
5474.53,-50.5818218514085
5484.52,-50.1623419265404
5494.51,-50.0621346351448
5504.5,-50.1547965243258
5514.49,-50.4638407457029
5524.48,-50.8128395827279
5534.47,-50.7990149004084
5544.46,-50.2756434401583
5554.45,-50.4483278220537
5564.44,-50.5327016532533
5574.43,-50.3506119564197
5584.42,-50.5201427346666
5594.41,-49.6557200574701
5604.4,-50.661223414438
5614.39,-50.1924058355651
5624.38,-50.575706941718
5634.37,-50.5674225155815
5644.36,-50.8061101268479
5654.35,-50.9337211348025
5664.34,-50.4224607992477
5674.33,-50.3974339920379
5684.32,-49.7889705656288
5694.31,-50.5718698419695
5704.3,-51.0000465984007
5714.29,-50.0092367698448
5724.28,-51.0721930250638
5734.27,-50.5217978997744
5744.26,-50.4496873720263
5754.25,-50.2573935208041
5764.24,-50.5064195762761
5774.23,-50.8365793184974
5784.22,-51.0589617097289
5794.21,-50.5680488553957
5804.2,-51.0046571358206
5814.19,-49.8101423193406
5824.18,-49.7900822672178
5834.17,-51.5054857705916
5844.16,-50.578743665695
5854.15,-50.7685048069126
5864.14,-49.8520362426578
5874.13,-50.7607403458946
5884.12,-51.2978044051217
5894.11,-50.788695093568
5904.1,-50.0251603615031
5914.09,-49.9940390124756
5924.08,-51.0851332011893
5934.07,-50.3302687705413
5944.06,-50.0052715113843
5954.05,-50.9154450759651
5964.04,-50.6744431892515
5974.03,-50.5868879750433
5984.02,-51.5751368508193
5994.01,-51.1110290494831
6004,-50.9178495461443
6013.99,-51.1207050131417
6023.98,-50.7377779846315
6033.97,-51.0166770778477
6043.96,-49.9238155487428
6053.95,-50.6945382988625
6063.94,-51.3399108119277
6073.93,-50.7411340507416
6083.92,-50.3569862656917
6093.91,-50.7784825426793
6103.9,-50.3573336340373
6113.89,-51.1325396849275
6123.88,-50.5366824382463
6133.87,-51.5044424483988
6143.86,-49.927840390099
6153.85,-50.4875708253412
6163.84,-50.4406034171801
6173.83,-51.0710165037286
6183.82,-49.882131590346
6193.81,-51.3438314275386
6203.8,-50.829359408279
6213.79,-51.1694734403423
6223.78,-50.2643808479223
6233.77,-50.7079277421957
6243.76,-51.0040584959429
6253.75,-50.8488820683241
6263.74,-50.0938412979971
6273.73,-50.4156902201434
6283.72,-50.6698109929569
6293.71,-50.9074659858962
6303.7,-51.121900099069
6313.69,-51.0336070133175
6323.68,-49.9261403771854
6333.67,-50.6369290412245
6343.66,-50.4175381857599
6353.65,-50.9292126431655
6363.64,-50.0277209060897
6373.63,-49.8844115951934
6383.62,-50.9658074875726
6393.61,-51.0244970646371
6403.6,-50.2476077353808
6413.59,-50.694897395215
6423.58,-50.2631926307083
6433.57,-50.4971957604259
6443.56,-51.0626454279921
6453.55,-51.2731241202677
6463.54,-50.5386022514891
6473.53,-51.3451400698241
6483.52,-50.9938681295721
6493.51,-50.4155362269126
6503.5,-51.129644524492
6513.49,-49.8790218009686
6523.48,-50.9879704714387
6533.47,-50.5809484345463
6543.46,-50.4189720138805
6553.45,-51.170364873772
6563.44,-51.4709684770848
6573.43,-51.2226648999327
6583.42,-50.7716279974333
6593.41,-50.9129466686367
6603.4,-50.1577645066949
6613.39,-50.2475743754351
6623.38,-51.2355361654228
6633.37,-51.7520702701646
6643.36,-51.4413514277946
6653.35,-51.227020796296
6663.34,-51.0371375481247
6673.33,-50.0567093432972
6683.32,-50.809797039018
6693.31,-50.3520914032204
6703.3,-50.0347065613647
6713.29,-50.1763821032703
6723.28,-50.2234870662043
6733.27,-50.6292425726452
6743.26,-51.0716558307102
6753.25,-51.2664066238608
6763.24,-50.8911548546616
6773.23,-51.1844025569618
6783.22,-50.848354677426
6793.21,-50.2622235544975
6803.2,-51.370165735745
6813.19,-50.5254429421386
6823.18,-50.2509518564936
6833.17,-50.4525427178026
6843.16,-51.0266641713829
6853.15,-50.9294343004633
6863.14,-51.0433144317868
6873.13,-51.6291408713657
6883.12,-52.1117695658846
6893.11,-50.5886348932332
6903.1,-50.5307337219971
6913.09,-50.4754335517792
6923.08,-51.2153099054755
6933.07,-50.4045912142038
6943.06,-50.176800772397
6953.05,-50.1803325484633
6963.04,-49.8504867759408
6973.03,-50.8694543504178
6983.02,-51.3994394127018
6993.01,-51.103824076347
7003,-50.8222699999665
7012.99,-51.2224403170853
7022.98,-50.8119560838215
7032.97,-50.5541023417181
7042.96,-50.6437999152322
7052.95,-51.2277016671634
7062.94,-50.9965414971333
7072.93,-51.0139349208321
7082.92,-50.8675283359965
7092.91,-51.0898017774563
7102.9,-51.3302363494887
7112.89,-50.8486496965881
7122.88,-51.1201503664452
7132.87,-51.4165407614479
7142.86,-51.4917390019738
7152.85,-51.1508193165504
7162.84,-50.879005247845
7172.83,-51.176198623455
7182.82,-51.1034581072393
7192.81,-51.3855609143883
7202.8,-50.8087369494543
7212.79,-50.2641231396753
7222.78,-50.799380033908
7232.77,-51.1971637361967
7242.76,-51.0366589449863
7252.75,-50.8842572270122
7262.74,-50.9750965026219
7272.73,-50.5184620077301
7282.72,-50.7829667885578
7292.71,-50.5992323206446
7302.7,-50.3110676922967
7312.69,-50.5699739795696
7322.68,-50.9890818560558
7332.67,-51.3889792762002
7342.66,-50.786376369975
7352.65,-51.1324991588712
7362.64,-51.2092772291014
7372.63,-49.8385695431429
7382.62,-50.8466733490768
7392.61,-51.4104230681464
7402.6,-50.963101716772
7412.59,-50.4346541407828
7422.58,-51.5916916486484
7432.57,-51.5607820225111
7442.56,-51.4368671483865
7452.55,-50.9415686292779
7462.54,-50.6712466375225
7472.53,-51.4647591925785
7482.52,-51.0366988399003
7492.51,-50.5355549196786
7502.5,-50.616126897436
7512.49,-50.4901943272833
7522.48,-51.0580329146531
7532.47,-50.7251529603879
7542.46,-51.2460173307453
7552.45,-51.2932386878062
7562.44,-51.0315259029964
7572.43,-51.8547172562976
7582.42,-50.4634804600356
7592.41,-50.6223177359863
7602.4,-51.0849666987395
7612.39,-50.3999800635455
7622.38,-51.4558237077868
7632.37,-51.2452863450856
7642.36,-51.0321739431248
7652.35,-50.9529613679339
7662.34,-51.5775249384558
7672.33,-50.8356038235697
7682.32,-51.2767937466573
7692.31,-51.5507247297534
7702.3,-50.2910652158609
7712.29,-50.5091655460806
7722.28,-50.8494135270304
7732.27,-50.5768024549062
7742.26,-51.1816060547449
7752.25,-51.3543860326732
7762.24,-51.2470186595261
7772.23,-51.3960985081086
7782.22,-51.3069670671767
7792.21,-50.7780969017922
7802.2,-50.8048498055458
7812.19,-51.0645864271433
7822.18,-50.9081491672017
7832.17,-50.1941495491762
7842.16,-50.304071075795
7852.15,-50.7335693295011
7862.14,-50.9124683447452
7872.13,-50.9755292519922
7882.12,-50.9270582326917
7892.11,-50.413284665735
7902.1,-51.0686655698588
7912.09,-50.895101363781
7922.08,-51.3851585049807
7932.07,-51.747671285839
7942.06,-51.3704375096681
7952.05,-51.3061205542229
7962.04,-50.4792372558359
7972.03,-51.0601819205271
7982.02,-50.7135597281707
7992.01,-51.0754203790074
8002,-51.0933057544322
8011.99,-50.4524562832752
8021.98,-51.1856793084486
8031.97,-50.9460622932362
8041.96,-50.591818542271
8051.95,-50.7485657345348
8061.94,-50.9874047989604
8071.93,-50.8983264932492
8081.92,-50.5772941764191
8091.91,-51.6437739857437
8101.9,-50.8676547071929
8111.89,-51.3335471726396
8121.88,-50.513511467415
8131.87,-49.8445306524009
8141.86,-50.7012983592875
8151.85,-51.5213246735404
8161.84,-51.0995305542093
8171.83,-51.4736449259295
8181.82,-51.1486420046397
8191.81,-50.2834460984113
8201.8,-51.35262019156
8211.79,-50.9438193271613
8221.78,-51.0185754716116
8231.77,-50.9648768158452
8241.76,-51.2360700069128
8251.75,-50.6826353376717
8261.74,-50.974566042033
8271.73,-50.8075000577135
8281.72,-50.801754111162
8291.71,-50.5133956063483
8301.7,-50.8302481997272
8311.69,-50.5758470671884
8321.68,-51.7799468425397
8331.67,-50.8679302245871
8341.66,-50.8846747720544
8351.65,-51.5051060817869
8361.64,-50.6181811217962
8371.63,-50.409977389114
8381.62,-50.9363564340133
8391.61,-51.4477482874562
8401.6,-50.6066836170519
8411.59,-51.2290948189485
8421.58,-50.7833679574022
8431.57,-50.4052447458107
8441.56,-50.438165755607
8451.55,-50.4830026303589
8461.54,-50.8556570952066
8471.53,-51.1007508686201
8481.52,-51.2332855710758
8491.51,-50.8551152757757
8501.5,-50.8419315207676
8511.49,-51.0642611576474
8521.48,-50.8517841829002
8531.47,-49.996625873566
8541.46,-50.4297803156202
8551.45,-50.9637097323239
8561.44,-51.1145734819291
8571.43,-51.1297947336185
8581.42,-50.5256566282299
8591.41,-50.880521711293
8601.4,-51.4042975067998
8611.39,-51.3311936345218
8621.38,-50.4123339415967
8631.37,-51.2438289058938
8641.36,-51.8782561319841
8651.35,-50.8353834653062
8661.34,-50.9459772904299
8671.33,-50.5040116456923
8681.32,-51.0353641316683
8691.31,-50.7668494650197
8701.3,-51.0216609854627
8711.29,-51.3104115089461
8721.28,-50.785032546907
8731.27,-49.9588947476027
8741.26,-51.0350146712434
8751.25,-51.0460965778916
8761.24,-51.2374035799179
8771.23,-51.2082439055524
8781.22,-50.3702504293353
8791.21,-51.3042778087779
8801.2,-51.7388231609348
8811.19,-50.6975942015452
8821.18,-51.3847162492552
8831.17,-51.1434047867914
8841.16,-51.8132282048812
8851.15,-51.3148765896627
8861.14,-51.4741239997284
8871.13,-51.4381411178639
8881.12,-51.182383968573
8891.11,-51.003781834256
8901.1,-51.44751467847
8911.09,-51.6560455880266
8921.08,-50.9459570394913
8931.07,-51.0361612196141
8941.06,-50.844112369284
8951.05,-50.5968496811696
8961.04,-50.7500007144221
8971.03,-49.941162767843
8981.02,-50.2894023994594
8991.01,-50.3942157004202
9001,-50.9806256383561
9010.99,-51.1860346260839
9020.98,-50.9303417420981
9030.97,-51.3189759662313
9040.96,-50.9379210838264
9050.95,-50.6418939294287
9060.94,-50.9143217041513
9070.93,-51.5673960236632
9080.92,-50.9980826766837
9090.91,-50.3723569142299
9100.9,-50.7867935589481
9110.89,-50.8941809136428
9120.88,-51.3221015334321
9130.87,-51.5449862421749
9140.86,-51.3958052448166
9150.85,-50.4275658635727
9160.84,-51.0692875863269
9170.83,-51.8289789739753
9180.82,-51.6303443684408
9190.81,-50.460689973399
9200.8,-51.0028067351225
9210.79,-51.3784357376421
9220.78,-50.2687481964491
9230.77,-50.8323028275967
9240.76,-51.6670167534362
9250.75,-51.8264503280729
9260.74,-50.7493894107778
9270.73,-50.6923648321628
9280.72,-50.4868398242954
9290.71,-51.1011171153232
9300.7,-50.4112362565648
9310.69,-51.6514650704472
9320.68,-51.0098758264492
9330.67,-50.9140422276315
9340.66,-51.0023081093371
9350.65,-50.1731864757755
9360.64,-51.2393760555252
9370.63,-51.9181144702207
9380.62,-51.3057254666572
9390.61,-51.1980280585823
9400.6,-51.387340199229
9410.59,-51.0009388143533
9420.58,-50.6252166942347
9430.57,-50.4177245688602
9440.56,-51.628910931302
9450.55,-51.5486987510838
9460.54,-51.5504147790942
9470.53,-51.0393215162578
9480.52,-50.3041030529928
9490.51,-50.8641130355717
9500.5,-51.7364332213916
9510.49,-52.326054856407
9520.48,-51.6225626706386
9530.47,-51.2546313168143
9540.46,-50.4353952052723
9550.45,-50.7527864211739
9560.44,-52.0841355136541
9570.43,-51.2529948196413
9580.42,-51.9816220787193
9590.41,-51.1293961289868
9600.4,-50.941472242231
9610.39,-50.6530751552655
9620.38,-51.4005477699281
9630.37,-50.3788703669913
9640.36,-51.2033427961177
9650.35,-50.785535119606
9660.34,-50.8526379985207
9670.33,-51.0433682306918
9680.32,-51.0194332586039
9690.31,-51.3577380452771
9700.3,-51.2937136422976
9710.29,-50.5523816667033
9720.28,-50.8094890286375
9730.27,-51.0299315458299
9740.26,-51.060903823363
9750.25,-50.9836041058933
9760.24,-50.7381940340291
9770.23,-50.5566765377667
9780.22,-50.946241906288
9790.21,-50.4606486736252
