Trace
Swept SA
A.14.10,N9010A
1780822,-91.5556454168067
1790821,-92.51600716708
1800820,-93.1182348464277
1810819,-93.0231845548202
1820818,-91.3693174931021
1830817,-92.4454693281998
1840816,-91.957740958087
1850815,-92.572261209684
1860814,-91.7073145120443
1870813,-91.5018227380238
1880812,-92.0427024097692
1890811,-91.7167304695297
1900810,-88.5015582606134
1910809,-92.340001984026
1920808,-92.2615007762239
1930807,-92.2284999196456
1940806,-91.802557502827
1950805,-92.1145645890065
1960804,-92.483868969197
1970803,-93.1094560801303
1980802,-92.5478770998608
1990801,-92.2640624803214
2000800,-92.6079504392397
2010799,-91.7335112946564
2020798,-92.1977213433998
2030797,-91.7798859034424
2040796,-92.0119940147623
2050795,-92.6130602624033
2060794,-91.7580907709417
2070793,-92.9428103658111
2080792,-91.8686299843962
2090791,-92.4953747020177
2100790,-91.9064732360369
2110789,-92.6451593826107
2120788,-92.0011082619702
2130787,-91.5041547389732
2140786,-93.0819096450558
2150785,-92.4963642366098
2160784,-92.7628342537562
2170783,-92.6962817706039
2180782,-91.7024165552353
2190781,-93.0107400534395
2200780,-92.6641083779056
2210779,-92.1980443978935
2220778,-92.5856960928596
2230777,-92.6701587389023
2240776,-92.6756766871572
2250775,-92.9806650330539
2260774,-92.2101168373072
2270773,-92.809316939011
2280772,-92.8914337556865
2290771,-93.3178679567454
2300770,-91.4131210733152
2310769,-92.3682706567883
2320768,-93.1280796106326
2330767,-92.5629008878571
2340766,-92.2294175365936
2350765,-91.6541858438557
2360764,-92.6468149364958
2370763,-92.7486318284325
2380762,-92.8056851061663
2390761,-92.9510791438677
2400760,-92.8769719010657
2410759,-92.658580046472
2420758,-92.2361951328304
2430757,-91.8898533528149
2440756,-92.4307001528009
2450755,-92.4037624708
2460754,-92.2015342782031
2470753,-91.9983266559261
2480752,-92.4064646544551
2490751,-92.0788953891013
2500750,-92.4235647930879
2510749,-92.5973208985365
2520748,-92.2715283526803
2530747,-91.1225311560559
2540746,-91.3874470119542
2550745,-91.786891501372
2560744,-92.4717962488133
2570743,-92.410199929055
2580742,-93.5623929159798
2590741,-92.6322463076483
2600740,-91.895657757878
2610739,-92.2704850045277
2620738,-92.5797990148254
2630737,-92.2767488645417
2640736,-92.399044479765
2650735,-93.0515407860686
2660734,-92.2909447531653
2670733,-92.187450457898
2680732,-93.261180663931
2690731,-92.8698695613138
2700730,-93.0318361883744
2710729,-92.5004612472518
2720728,-92.1315359125235
2730727,-91.6792248567368
2740726,-92.4082022829447
2750725,-93.0400814792438
2760724,-92.3809772391674
2770723,-92.4437560605385
2780722,-92.02139493501
2790721,-92.6363020325536
2800720,-92.8956478347303
2810719,-92.2052685293212
2820718,-92.1735487531208
2830717,-92.0850752261128
2840716,-92.9263176504839
2850715,-92.376892323559
2860714,-93.0552771247828
2870713,-92.5243746146949
2880712,-92.4980064191882
2890711,-92.1039910944473
2900710,-92.1457512619795
2910709,-93.413603373202
2920708,-92.6789855248542
2930707,-92.1265994026489
2940706,-92.1309361551848
2950705,-92.3389828657702
2960704,-92.4050151087365
2970703,-92.8142466448727
2980702,-92.2319947916942
2990701,-91.9071970282007
3000700,-92.1397812433444
3010699,-91.9057429851464
3020698,-92.5984461079462
3030697,-91.8792381039885
3040696,-92.1119926642558
3050695,-92.7722215254536
3060694,-93.2723551636102
3070693,-92.7471628562262
3080692,-92.4512004305391
3090691,-92.4514328854516
3100690,-92.9430671606023
3110689,-92.6267196408005
3120688,-91.9020983406398
3130687,-92.08998700066
3140686,-92.3289980802308
3150685,-92.8438702545109
3160684,-92.2307534213689
3170683,-92.602808431886
3180682,-92.1991152063037
3190681,-91.9768205314319
3200680,-89.5171172769856
3210679,-88.597517268531
3220678,-91.793375321197
3230677,-92.6631974386123
3240676,-92.5034112546333
3250675,-92.5531088190384
3260674,-92.9137283634275
3270673,-92.9881719093291
3280672,-92.9336508710901
3290671,-93.5592166724942
3300670,-92.6944955989547
3310669,-92.815919207967
3320668,-92.8414617459986
3330667,-92.7243459585373
3340666,-92.2842336099427
3350665,-92.8894749326745
3360664,-91.9768339939393
3370663,-92.27899362464
3380662,-92.4435499995283
3390661,-91.6729069949595
3400660,-92.1646385030729
3410659,-91.8707791223604
3420658,-92.5690982621051
3430657,-92.1529380831675
3440656,-92.2434031523369
3450655,-92.663355965007
3460654,-92.4106931287008
3470653,-92.4661924554825
3480652,-92.7932740820496
3490651,-92.444950534389
3500650,-92.7042703044269
3510649,-92.728509955376
3520648,-92.7599560071023
3530647,-92.2999879200956
3540646,-92.7163339649444
3550645,-92.8531235284554
3560644,-93.0950387871819
3570643,-92.3416407487345
3580642,-94.0193310555898
3590641,-92.7607469920761
3600640,-92.6250492133706
3610639,-93.0717717119586
3620638,-92.5259124444974
3630637,-93.3749125020246
3640636,-93.1800981731278
3650635,-93.0498269074366
3660634,-93.4639915327593
3670633,-93.5492805823763
3680632,-92.8705913552816
3690631,-92.9391257292376
3700630,-92.9229330423747
3710629,-93.3166375404206
3720628,-92.853168498812
3730627,-92.5332998745025
3740626,-93.4357753660992
3750625,-92.8594744162821
3760624,-93.8204689351061
3770623,-93.738450675735
3780622,-92.7214849605135
3790621,-92.7749312052539
3800620,-93.3724412194484
3810619,-94.2569257803605
3820618,-93.9854918184647
3830617,-92.8528283398423
3840616,-93.3524385319061
3850615,-93.0206187690065
3860614,-92.8379023481722
3870613,-93.7264872061414
3880612,-92.9078762123001
3890611,-93.9830182563953
3900610,-93.566991475109
3910609,-93.7156947924831
3920608,-93.0782758860684
3930607,-93.9269916668424
3940606,-93.2931836344028
3950605,-93.0732127189698
3960604,-94.2784039159958
3970603,-91.8217455098468
3980602,-90.996122737515
3990601,-93.5819612628594
4000600,-93.9535403456554
4010599,-93.5213414343978
4020598,-93.2428026051978
4030597,-93.2101859730831
4040596,-93.4645214690641
4050595,-92.8512265721526
4060594,-93.7038375724729
4070593,-93.6882631918009
4080592,-93.3504678717539
4090591,-93.9604278961448
4100590,-94.088472079661
4110589,-93.7273879435576
4120588,-93.4752269424119
4130587,-93.9050133409441
4140586,-94.0769944816508
4150585,-93.5222482602309
4160584,-93.769690244851
4170583,-93.7014216314047
4180582,-93.7860652494305
4190581,-94.0522417844099
4200580,-93.9964008129102
4210579,-94.2207181255252
4220578,-93.4336373233463
4230577,-93.3588759206507
4240576,-93.9691461109196
4250575,-93.6323011997047
4260574,-93.8201914833768
4270573,-93.8267084671715
4280572,-93.7902538154741
4290571,-93.6949918518963
4300570,-93.3421113761201
4310569,-94.4965551778008
4320568,-94.6668366060886
4330567,-93.7254973640433
4340566,-93.6475058806323
4350565,-93.1399179049566
4360564,-93.878451751082
4370563,-93.6843911502261
4380562,-94.1443256574756
4390561,-94.3720030521517
4400560,-93.702341682637
4410559,-94.1775673929181
4420558,-93.4951585700761
4430557,-93.655404059312
4440556,-93.8731896352692
4450555,-94.1864012551429
4460554,-94.3049234341775
4470553,-94.1653759282578
4480552,-93.663562677107
4490551,-94.4849318016708
4500550,-93.7046509012994
4510549,-93.6881235321301
4520548,-94.3209182363114
4530547,-93.8986473701451
4540546,-93.652733285204
4550545,-93.9264736879251
4560544,-94.1426866574297
4570543,-94.1459592800686
4580542,-94.2405906516873
4590541,-93.6367235764857
4600540,-93.5496717391017
4610539,-95.0316698263767
4620538,-94.314329894075
4630537,-93.3813580412418
4640536,-94.0760118694032
4650535,-94.3602782889518
4660534,-93.6094257511373
4670533,-93.9400627863537
4680532,-93.8813824701716
4690531,-94.9815133734827
4700530,-94.1530940249462
4710529,-94.1391944718499
4720528,-93.6645583408154
4730527,-93.8976103161254
4740526,-94.2274467558127
4750525,-94.2887147805347
4760524,-93.7435542955517
4770523,-93.9511701687655
4780522,-93.3543315104313
4790521,-93.2016651838945
4800520,-88.2868695523155
4810519,-92.7868195892265
4820518,-94.2393462334072
4830517,-93.5432807030853
4840516,-94.0745658485114
4850515,-93.6132145930677
4860514,-93.9391915811527
4870513,-94.2073592232011
4880512,-93.9734843540852
4890511,-88.0274132633142
4900510,-77.1495062057091
4910509,-90.0155071175714
4920508,-93.7700111660135
4930507,-93.5131506499873
4940506,-93.7318075930138
4950505,-93.9225132130908
4960504,-93.4785060611499
4970503,-93.2527184007428
4980502,-93.0421564584303
4990501,-94.4028870726219
5000500,-94.2313238425683
5010499,-93.6406974328167
5020498,-93.4895079254917
5030497,-94.3832499695039
5040496,-93.817094829656
5050495,-93.5561503406833
5060494,-94.5005812692112
5070493,-93.5927686017636
5080492,-93.7845256881237
5090491,-93.2747150920642
5100490,-94.2769266377239
5110489,-93.6371411040263
5120488,-93.6205277661334
5130487,-93.9600920727761
5140486,-93.5728476187607
5150485,-94.2356993229241
5160484,-93.5719957694318
5170483,-93.3749060007705
5180482,-94.0881863878576
5190481,-94.1324276069678
5200480,-94.2139323473498
5210479,-93.4813198865504
5220478,-94.1384251977748
5230477,-94.3039977129409
5240476,-95.0583292364048
5250475,-93.8305410432323
5260474,-93.8504653457982
5270473,-93.8222219135666
5280472,-92.7496707323733
5290471,-94.0474129808003
5300470,-94.761471550829
5310469,-93.1700606280639
5320468,-93.3394031398415
5330467,-93.1010737316006
5340466,-93.9880628643354
5350465,-94.2363788002284
5360464,-93.3009168090894
5370463,-93.8560332989131
5380462,-93.935304102199
5390461,-93.6319959036801
5400460,-93.8585488289296
5410459,-93.6589262760601
5420458,-94.2566796234417
5430457,-93.9438692590014
5440456,-93.8831024485314
5450455,-93.4078373324167
5460454,-94.213627858934
5470453,-93.8555156413693
5480452,-93.3932641183928
5490451,-94.5876773255377
5500450,-93.8023646239358
5510449,-93.7991757095309
5520448,-94.4267396382305
5530447,-94.0767119092406
5540446,-95.1104964261054
5550445,-94.7878730845222
5560444,-94.4085685172524
5570443,-94.7805757445563
5580442,-94.1774391767766
5590441,-94.4833634836078
5600440,-94.4517855190999
5610439,-94.7435519450344
5620438,-94.9978147464377
5630437,-94.2538871201447
5640436,-94.8856163919442
5650435,-95.8726944065302
5660434,-95.2876275820644
5670433,-94.5199273269875
5680432,-95.1383071638256
5690431,-95.3226735605211
5700430,-96.0319448299268
5710429,-95.3074152017981
5720428,-95.5243993996403
5730427,-96.1926888212031
5740426,-95.4052421936321
5750425,-96.0696789717296
5760424,-95.4562061700987
5770423,-96.3319968239924
5780422,-95.797979761786
5790421,-96.1600710292731
5800420,-95.8926480276356
5810419,-95.8630571940155
5820418,-95.2636933579061
5830417,-96.7765475672535
5840416,-96.3895515417978
5850415,-96.8662608405392
5860414,-97.1078467890471
5870413,-97.1915107500303
5880412,-96.7631785838722
5890411,-97.0468956320824
5900410,-96.7961290865207
5910409,-96.6472849649105
5920408,-96.5702596195457
5930407,-97.4825151632682
5940406,-97.3041493696661
5950405,-96.9912288436352
5960404,-97.4548866422476
5970403,-97.078770028808
5980402,-96.9102440036481
5990401,-97.740836198023
6000400,-98.675932315059
6010399,-97.0579470264989
6020398,-98.4311356906966
6030397,-98.1724136494725
6040396,-97.1947419807945
6050395,-98.2040849804415
6060394,-97.7626530342057
6070393,-98.1669827724757
6080392,-98.1426762617428
6090391,-98.5554247744501
6100390,-98.2621470056566
6110389,-99.1734823001506
6120388,-97.709857637389
6130387,-98.5194362473987
6140386,-99.2828933003602
6150385,-97.2539693894682
6160384,-98.5093159691093
6170383,-98.5566575142333
6180382,-98.4028821934522
6190381,-98.7385155784516
6200380,-97.8174920009174
6210379,-98.6428590752061
6220378,-98.7081175828287
6230377,-98.8516756605345
6240376,-99.115614365608
6250375,-99.2459747068562
6260374,-99.4236287296238
6270373,-98.534919673422
6280372,-99.0536991532591
6290371,-99.1257762157089
6300370,-98.7837956622749
6310369,-100.234410270071
6320368,-98.8922761600227
6330367,-99.0380351056374
6340366,-99.0739688121028
6350365,-99.0169963824826
6360364,-99.6489188470909
6370363,-98.9266975853572
6380362,-99.3315438483594
6390361,-99.3781577926444
6400360,-99.2088518388446
6410359,-99.8210349282575
6420358,-100.132776982618
6430357,-99.2303513698691
6440356,-99.6181961422427
6450355,-99.3431152736794
6460354,-100.189278792987
6470353,-99.5630182519638
6480352,-99.1132154026685
6490351,-100.102688109707
6500350,-99.295773242754
6510349,-100.018390973928
6520348,-99.7470709726424
6530347,-99.2892441265241
6540346,-99.3129086265404
6550345,-99.9462499499163
6560344,-99.4355407931469
6570343,-100.59170420901
6580342,-99.7411987367818
6590341,-99.5226534589372
6600340,-100.484820732765
6610339,-99.3502286487854
6620338,-100.451022059754
6630337,-99.418385535856
6640336,-99.7012892176623
6650335,-99.5235848436789
6660334,-100.334433617416
6670333,-99.8766217741088
6680332,-100.454402951208
6690331,-100.260029903154
6700330,-99.6534448361767
6710329,-99.3602288346453
6720328,-100.478570011287
6730327,-99.7134825446607
6740326,-98.9129193620915
6750325,-100.340494764615
6760324,-100.916686500252
6770323,-100.251698337059
6780322,-99.8987729569723
6790321,-99.6074332282824
6800320,-100.001762073565
6810319,-100.775217615474
6820318,-100.161789896312
6830317,-99.8723162682245
6840316,-100.693230429354
6850315,-100.257176472573
6860314,-100.004538537971
6870313,-99.9651071552143
6880312,-99.8935624180651
6890311,-100.018103627504
6900310,-100.508635091274
6910309,-100.06831372374
6920308,-100.129780437377
6930307,-100.278839251653
6940306,-100.275865896587
6950305,-100.409434110509
6960304,-100.080617167084
6970303,-100.05241477391
6980302,-100.173337544876
6990301,-100.408374909909
7000300,-101.060061484156
7010299,-100.649962939139
7020298,-100.534504576302
7030297,-100.730475156464
7040296,-100.261450131186
7050295,-100.026677472533
7060294,-100.570789823564
7070293,-100.537255817021
7080292,-99.7926864174637
7090291,-100.096257476264
7100290,-100.062653322227
7110289,-100.588340405493
7120288,-100.907698418453
7130287,-100.904585459619
7140286,-100.618674646586
7150285,-100.876335288556
7160284,-99.922085039921
7170283,-100.602056006256
7180282,-100.085945582936
7190281,-100.063701309204
7200280,-100.287059041013
7210279,-100.953473137429
7220278,-101.596833177142
7230277,-100.591627923154
7240276,-100.037692751296
7250275,-101.152020906617
7260274,-100.836684162586
7270273,-101.053926756628
7280272,-100.435694637415
7290271,-100.573607905103
7300270,-100.72671757397
7310269,-100.964408048984
7320268,-99.9658651513311
7330267,-100.035574321167
7340266,-100.155517101417
7350265,-100.171913544332
7360264,-99.9765667165018
7370263,-100.655263476181
7380262,-100.350836941078
7390261,-101.402249983517
7400260,-100.230714785213
7410259,-100.408650459385
7420258,-100.53642000545
7430257,-100.53504374814
7440256,-100.838815784686
7450255,-100.864857425089
7460254,-100.550351837986
7470253,-100.138218253844
7480252,-100.676195832311
7490251,-100.344298116795
7500250,-100.650686521875
7510249,-100.482825091426
7520248,-100.445401490753
7530247,-101.289675439726
7540246,-100.530980487173
7550245,-100.591823893342
7560244,-101.071399093025
7570243,-100.248671307466
7580242,-101.389688950522
7590241,-100.280370332462
7600240,-100.372131005635
7610239,-100.443765050081
7620238,-100.240387743049
7630237,-100.194123945134
7640236,-99.9630369446824
7650235,-100.590662450396
7660234,-100.120128765228
7670233,-100.548131351338
7680232,-101.066971078504
7690231,-100.124672917267
7700230,-100.008804043256
7710229,-100.503823952715
7720228,-100.715746407457
7730227,-101.003096652363
7740226,-100.892361247418
7750225,-100.420881299464
7760224,-100.485872924339
7770223,-100.900243931036
7780222,-100.161259191192
7790221,-101.30517745472
7800220,-100.617999925231
7810219,-101.017759548347
7820218,-100.986251482172
7830217,-100.730189219439
7840216,-100.518779100563
7850215,-100.920141632272
7860214,-100.727557859228
7870213,-100.401733891894
7880212,-100.496043183475
7890211,-101.760157559276
7900210,-100.158765732223
7910209,-100.48206440985
7920208,-100.833544904873
7930207,-100.721313334727
7940206,-100.68086897161
7950205,-101.12279861894
7960204,-101.053659926298
7970203,-100.613814179297
7980202,-101.368365537556
7990201,-100.811966660239
8000200,-100.191825857543
8010199,-100.243234806667
8020198,-101.529366275898
8030197,-101.004548839891
8040196,-100.680172602526
8050195,-101.00799428705
8060194,-100.26463537771
8070193,-100.620143210786
8080192,-100.868475243672
8090191,-101.013304541029
8100190,-100.847150802406
8110189,-100.548000738275
8120188,-100.749137295727
8130187,-101.254356557279
8140186,-100.964701023372
8150185,-100.45011096446
8160184,-100.86211514204
8170183,-100.862288217741
8180182,-100.954074266599
8190181,-100.891285617719
8200180,-100.536055521495
8210179,-101.028920095228
8220178,-100.586672947996
8230177,-100.943724073453
8240176,-100.377868903264
8250175,-100.673494216732
8260174,-100.286521774699
8270173,-100.995513566133
8280172,-101.405472064436
8290171,-101.154556791492
8300170,-100.958366349368
8310169,-101.28491227842
8320168,-100.958552665224
8330167,-100.464852178117
8340166,-101.379943170702
8350165,-100.596012120373
8360164,-100.777966214351
8370163,-101.219501455345
8380162,-100.763367833434
8390161,-100.594210807848
8400160,-100.83566640602
8410159,-100.428880711796
8420158,-100.4004059595
8430157,-100.395754966479
8440156,-101.34581701349
8450155,-100.479831789314
8460154,-100.727588091292
8470153,-100.880259810882
8480152,-100.966265078534
8490151,-101.073732340508
8500150,-100.626386269374
8510149,-100.953005837636
8520148,-100.775362206269
8530147,-101.705599788265
8540146,-100.131728322302
8550145,-100.577155541101
8560144,-101.087876858737
8570143,-100.137159203011
8580142,-101.027495007902
8590141,-101.125183486418
8600140,-100.504663518319
8610139,-100.858191690065
8620138,-100.967036018206
8630137,-100.972195491541
8640136,-100.238037407864
8650135,-101.163882255917
8660134,-100.459489345854
8670133,-100.530073492146
8680132,-100.095737578224
8690131,-101.229103515042
8700130,-100.44800873521
8710129,-100.940153437845
8720128,-101.003697319941
8730127,-101.335021859897
8740126,-100.770788186962
8750125,-100.42690424681
8760124,-100.941472050092
8770123,-100.573664094717
8780122,-100.258044331181
8790121,-100.756994033932
8800120,-101.455698851879
8810119,-101.128097174733
8820118,-100.18673777831
8830117,-100.660330476423
8840116,-100.894029024315
8850115,-100.976865414319
8860114,-100.724840332865
8870113,-100.378881152226
8880112,-100.804932389463
8890111,-100.834966663522
8900110,-100.788968683361
8910109,-100.630549319641
8920108,-100.637491860565
8930107,-100.20982608602
8940106,-101.226558756992
8950105,-100.785679011583
8960104,-100.615000355466
8970103,-101.238885445508
8980102,-100.707645347913
8990101,-100.664780471588
9000100,-100.688107409156
9010099,-100.088830234492
9020098,-101.100045277182
9030097,-100.28857814207
9040096,-101.089490339658
9050095,-100.797210693283
9060094,-100.931586583015
9070093,-100.999861809165
9080092,-100.872457188564
9090091,-101.671433058373
9100090,-100.7650695129
9110089,-101.768945734192
9120088,-100.887105507588
9130087,-100.673464300508
9140086,-100.649492787669
9150085,-100.695715300238
9160084,-100.991611608466
9170083,-100.93911453172
9180082,-100.624735179194
9190081,-100.907334728304
9200080,-101.42459491011
9210079,-101.117799069033
9220078,-100.838467258611
9230077,-101.20087110106
9240076,-101.111997624633
9250075,-100.383563476067
9260074,-101.064486894412
9270073,-101.155321410636
9280072,-101.382120651441
9290071,-100.98768502999
9300070,-100.961443419319
9310069,-101.023755740312
9320068,-100.161876802854
9330067,-101.542642054141
9340066,-99.4840548982086
9350065,-101.219327108002
9360064,-101.196529289223
9370063,-99.8585174545292
9380062,-100.454938544983
9390061,-101.525023107346
9400060,-100.719029452966
9410059,-100.951478794961
9420058,-99.865113371612
9430057,-100.587811633119
9440056,-101.315750012723
9450055,-100.909953390162
9460054,-100.94153083595
9470053,-100.732154584288
9480052,-100.36282548892
9490051,-100.607765472678
9500050,-101.109248803456
9510049,-100.298918245118
9520048,-100.744113495223
9530047,-100.900947584239
9540046,-100.976377837368
9550045,-100.834782281801
9560044,-101.507496906129
9570043,-100.922759252605
9580042,-100.05755717777
9590041,-100.414135034477
9600040,-100.433351987014
9610039,-101.571276656297
9620038,-101.538040984697
9630037,-100.568758734964
9640036,-101.103130732146
9650035,-100.384402773361
9660034,-101.105097509977
9670033,-100.308619443103
9680032,-101.728209337884
9690031,-102.039795071058
9700030,-100.340271425975
9710029,-101.405212410027
9720028,-100.897849734432
9730027,-101.111478152849
9740026,-101.229392265075
9750025,-101.187720457894
9760024,-100.187560318542
9770023,-100.749898832465
9780022,-100.891254546527
9790021,-100.839919108204
9800020,-100.67248361105
9810019,-100.361468637806
9820018,-101.217779010425
9830017,-100.549288612972
9840016,-101.43927508158
9850015,-100.836823490587
9860014,-100.112948313167
9870013,-100.798206876133
9880012,-101.46051066286
9890011,-100.227785096663
9900010,-100.408456739011
9910009,-100.508580976868
9920008,-100.980633286291
9930007,-101.003930273193
9940006,-101.064857298061
9950005,-100.758027167367
9960004,-100.803326770401
9970003,-100.967873074435
9980002,-100.745870997223
9990001,-100.858383440522
10000000,-101.170714438414
